idx,claim_id,claim,excerpt,replacement,anchored
40,0,The text is a local newspaper editorial commemorating November 11.,Local newspaper editorial commemorating November 11 remembrance day,National sports column previewing the Super Bowl weekend,True
40,1,The text signals a concluding reframing of the holiday's meaning for readers.,signaling a concluding reframing of the holiday's meaning for readers,signaling an opening summary of the weather forecast for readers,True
40,2,"The final fragment ""November 11 is not"" opens a contrastive or definitional clause.","""November 11 is not"" opens a contrastive or definitional clause","""November 11 is celebrated"" closes a simple declarative clause",True
40,3,The argumentative momentum builds toward expanding the significance of the date.,argumentative momentum builds toward expanding the significance of the date,argumentative momentum builds toward dismissing the significance of the date,True
41,0,The text is a formal museum or heritage text about ceramic tile pots from Spain/Catalonia.,formal museum or heritage text describing ceramic tile pots from Spain/Catalonia,casual travel vlog describing beach resorts in Greece/Crete,True
41,1,The text is building a case for the origin and dating of the piece.,the text is building a case for origin and dating,the text is dismissing any case for origin and dating,True
41,2,"The final token ""the"" opens a noun phrase specifying a Catalan kiln or production tradition.","Final token ""the"" opens a noun phrase specifying a local Catalan kiln or production tradition/period","Final token ""fired"" closes a verb phrase specifying a distant Chinese port or shipping route/date",True
41,3,The continuation is expected to name a ceramic production centre.,expects a named ceramic production centre or sedimentary kiln reference,expects a named textile mill or silver mine reference,True
42,0,The text enumerates design elements of a historic Japanese bank building.,article lists multiple design elements of a historic Japanese bank building,article lists multiple menu items of a trendy Italian pizza restaurant,True
42,1,The text is formal explanatory journalism about Hiroshima's 1930s architecture.,formal explanatory journalism maintaining factual tone about Hiroshima's symbolic 1930s architecture,informal satirical fiction maintaining mocking tone about Tokyo's futuristic 2080s skyline,True
42,2,"The final token ""red roofs"" ends mid-description of the rear towers.","Final token ""red roofs"" ends mid-description of rear towers feature","Final token ""red carpet"" ends the full description of the lobby entrance",True
42,3,The continuation should complete the roof detail with further structural or visual specifics.,likely completing the roof detail and adding further structural or visual specifics,likely abandoning the roof detail and shifting to the bank's financial history,True
43,0,The text is a 1937 newspaper report about investigating American missionary conditions abroad.,Historical newspaper report (1937) covering organizational developments about investigating American missionary conditions abroad,Modern sports podcast (2021) covering transfer rumours about signing European football strikers abroad,True
43,1,The article has detailed Secretary Ives's plan to send religious emissaries using relief funds.,the article has detailed Secretary Ives's plan to send religious emissaries using relief funds,the article has detailed Secretary Ives's plan to recall military attachés using tax revenues,True
43,2,"The final token ""worked out"" ends an incomplete clause.","Final token: ""worked out"" ends an incomplete clause","Final token: ""arrangements"" ends a complete sentence",True
43,3,"The continuation is likely a connector like ""but"" or a prepositional phrase.","likely a connector like ""but"" or a prepositional phrase (""on how"")","likely a full stop and a fresh headline (""NEW YORK"")",True
